,ID,compositionality_type,question,answers,topic_ids,answer_ids
1886,WebQTrn-1657_da5b416f0db337d4911c15c1ed5aa0e7,conjunction,In which Miley Cyrus film was the production designed by Nelson Coates?,"[{'aliases': ['El último beso', 'Son sarki', 'La dernière chanson', 'La ultima canción', 'Mit Dir an meiner Seite', 'To teleftaio tragoudi', 'A Melodia do Adeus', 'Viimane laul', 'The Last Song: Ostatnia piosenka', 'A Última Música', 'Az utolsó dal', 'La última canción', 'Untitled Miley Cyrus ProjectViimane laul'], 'answer': 'The Last Song', 'answer_id': 'm.07ykkx5'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/07ykkx5']
3267,WebQTest-1311_2b5b2c4f16796470d0ab1f1730e8282c,conjunction,Who inspired Antoni Gaudi and influenced Bauhaus?,"[{'aliases': ['W. Morris'], 'answer': 'William Morris', 'answer_id': 'm.08304'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/08304']
605,WebQTrn-2601_96b4ef75cad08d1c7213c761f9c0c65f,conjunction,What sports team with the fight song Bow Down to Washington did Warren Moon play for?,"[{'aliases': ['University of Washington Huskies Mens Football', ""UW Huskies Men's Football"", 'UW Huskies Football', 'UW Huskies Mens Football', ""University of Washington Men's Football"", 'Washington Football', ""Washington Huskies Men's Football"", ""University of Washington Huskies Men's Football"", 'Washington Mens Football', 'Washington Huskies Mens Football', ""Washington Men's Football"", 'University of Washington Football', 'Washington Huskies Football', 'University of Washington Mens Football', 'University of Washington Huskies Football'], 'answer': 'Washington Huskies football', 'answer_id': 'm.0fgg8c'}]","['/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0fgg8c']
1852,WebQTrn-3437_4e581304d3fec9b3aeb2208b49421402,conjunction,What country had the Imam Hussein Mosque bombing occur in it and speaks the arabic language?,"[{'aliases': [], 'answer': 'Iraq', 'answer_id': 'm.0d05q4'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0d05q4']
1224,WebQTest-823_9270934b78084dda8ad24b83f3653715,conjunction,What neighbor of Bolivia is the place where the beer Kunstmann is made?,"[{'aliases': ['Republic of Chile'], 'answer': 'Chile', 'answer_id': 'm.01p1v'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/01p1v']
181,WebQTest-1976_37e1f4ebb42c3e46c152713ea6f353f7,conjunction,What team did Drogba play for that won the 2014 Coupe de France Final championship?,"[{'aliases': [], 'answer': 'En Avant de Guingamp', 'answer_id': 'm.05nwfr'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/05nwfr']
220,WebQTest-1441_a1edafe051cb7bc171f2beb523d3a90c,conjunction,What country using the CFP Franc currency did Picasso live in?,"[{'aliases': [""l'Hexagone"", 'République française', 'French Republic'], 'answer': 'France', 'answer_id': 'm.0f8l9c'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0f8l9c']
77,WebQTrn-3252_471b83eade9707a4dba68e201bf29d73,conjunction,What country in Greenwich Mean time does the Niger River flow through them?,"[{'aliases': [], 'answer': 'Guinea', 'answer_id': 'm.03676'}, {'aliases': [], 'answer': 'Mali', 'answer_id': 'm.04v09'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/03676', '/m/04v09']"
2123,WebQTrn-3358_1dc2dfb55a08ffe4e1fa1583d6cc7e98,conjunction,What influenced Whitman 's poetry as  US president with presidency number of 16?,"[{'aliases': [""Long 'Un"", 'The Flatboat Man', 'The Jester', 'The Sage of Springfield', 'The Buffoon', 'Man of the People', 'Father Abraham', 'Ancient Abe', 'The Railsplitter', 'The Sectional President', 'Abe Lincoln', 'Uncle Abe', 'Caesar', 'The Tyrany', 'The Tycoon', 'The Illinois Baboon', 'Honest Abe', 'The Martyr President', 'The Grand Wrestler', 'The Great Emancipator'], 'answer': 'Abraham Lincoln', 'answer_id': 'm.0gzh'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0gzh']
627,WebQTrn-2525_41e198b13100b76e2979d829fa763d3b,conjunction,"Where did Jerry Spinelli attend university, that has 15000 postgraduates?","[{'aliases': ['Johns Hopkins University, main campus', 'Johns Hopkins', 'JHU', 'Johns Hopkins University, Baltimore'], 'answer': 'Johns Hopkins University', 'answer_id': 'm.09kvv'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/09kvv']
507,WebQTrn-263_f8a370b576be923db6054553b1f72fbb,conjunction,What country did James Cook come from that appointed George I of Great Britain to a governmental position?,"[{'aliases': [], 'answer': 'Kingdom of Great Britain', 'answer_id': 'm.014tss'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/014tss']
3072,WebQTrn-233_fab3ea47de1ebab9b00be9ff720c03fb,conjunction,What language do the people in Afghanistan speak?  bug: second part has no relevance to the first part of the question.?,"[{'aliases': ['Pushto', 'Pushto language', 'Pashto', 'Pukhto'], 'answer': 'Pashto language', 'answer_id': 'm.0swlx'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0swlx']
2033,WebQTest-1441_1e65a5a88d0328acfcef234f424d56bd,conjunction,What is the city where Picasso lived where there is a neighborhood called Cuatro Vientos?,"[{'aliases': ['Madrid, Spain', 'Villa de Madrid'], 'answer': 'Madrid', 'answer_id': 'm.056_y'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/056_y']
1523,WebQTest-936_2bb6eddc7fc8f3e3801da2d27c4f51f9,conjunction,"Where was the ficitional character Aglaulus, daughter of Cecrops born and the Greek temples built?","[{'aliases': [], 'answer': 'Athens', 'answer_id': 'm.0n2z'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0n2z']
190,WebQTrn-2711_75e46121bded1ab4f276d4ec24bb366e,conjunction,What main religion with places of worship called Chapels is in Eastern Europe?,"[{'aliases': ['Roman Catholic convert', 'Roman Catholic'], 'answer': 'Catholicism', 'answer_id': 'm.0c8wxp'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0c8wxp']
197,WebQTrn-263_eb6be9ba3dfa705df906a60a2baf1801,conjunction,"Which country, which has the capital of Edinburgh, was home to James Cook?","[{'aliases': [], 'answer': 'Kingdom of Great Britain', 'answer_id': 'm.014tss'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/014tss']
1653,WebQTrn-2150_b90deee5f877e7e0d697149077eb0aec,conjunction,What country with the with iso alpha 3 of BLZ borders Mexico?,"[{'aliases': [], 'answer': 'Belize', 'answer_id': 'm.0164b'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0k20s', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0164b']
195,WebQTest-936_fbc00606aeee83f54cd0fe454a3d90f3,conjunction,Which city hosted the 1896 summer olympics and was historically known for Greek Temples?,"[{'aliases': [], 'answer': 'Athens', 'answer_id': 'm.0n2z'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0n2z']
2902,WebQTrn-1363_ff0858c17ac23a43943f50a635b085f8,conjunction,"What home of Laura Ingalls Wilder was featured in the work ""Utterly Cold Blooded""?","[{'aliases': ['KS', 'KA', 'Kans'], 'answer': 'Kansas', 'answer_id': 'm.0488g'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0488g']
1798,WebQTrn-2346_331a3fa4e65e5b914162bb6790f34126,conjunction,What Language identified by the initials ZH do the Taiwanese people speak?,"[{'aliases': ['Mandarin dialects'], 'answer': 'Mandarin Chinese', 'answer_id': 'm.03115z'}, {'aliases': [], 'answer': 'Taiwanese Mandarin', 'answer_id': 'm.09q16b'}, {'aliases': ['Xinminhua', 'Kek', 'Hakka', 'Ke', 'Hokka', 'Tu Guangdonghua', 'Kehia', 'Hakka Chinese', 'Khek', 'Majiahua', 'Kechia', 'Chinese, Hakka', 'Kejia'], 'answer': 'Chinese, Hakka Language', 'answer_id': 'm.0dxj6'}]","['/m/0g84t93', '/m/0g84t93', '/m/0k20s', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/03115z', '/m/09q16b', '/m/0dxj6']"
1644,WebQTrn-3529_a64ef0f5ce397a5e1ef6fcd550ebfcfb,conjunction,What movie has music produced by Aaron Zigman and features Liam Hemsworth?,"[{'aliases': ['El último beso', 'Son sarki', 'La dernière chanson', 'La ultima canción', 'Mit Dir an meiner Seite', 'To teleftaio tragoudi', 'A Melodia do Adeus', 'Viimane laul', 'The Last Song: Ostatnia piosenka', 'A Última Música', 'Az utolsó dal', 'La última canción', 'Untitled Miley Cyrus ProjectViimane laul'], 'answer': 'The Last Song', 'answer_id': 'm.07ykkx5'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0k20s', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/07ykkx5']
2873,WebQTrn-686_cdb0b92888421fa413d27d4ac0b127af,conjunction,What movie with a character named Jimmy was Rihanna in?,"[{'aliases': [], 'answer': 'Battleship', 'answer_id': 'm.0bh8tgs'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0bh8tgs']
1728,WebQTrn-2873_08e3cec2aa38f6d300fb28f5718129ba,conjunction,What is the city of residence for Hector Camacho and also the birthplace of Ben Ratliff?,"[{'aliases': ['New York County'], 'answer': 'Manhattan', 'answer_id': 'm.0cc56'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0cc56']
1404,WebQTest-1311_f5de043cef648cc44cf29102fccd1c64,conjunction,Who inspired Antoni Gaudi that served in the Social Democratic Federation party?,"[{'aliases': ['W. Morris'], 'answer': 'William Morris', 'answer_id': 'm.08304'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/08304']
944,WebQTest-701_f6f88507d5841c18f44c9dc7c15999c7,conjunction,What sports team that was founded in 1966 did Reggie Bush play for in 2011?,"[{'aliases': ['The Phins', 'The Fish', 'The Fins'], 'answer': 'Miami Dolphins', 'answer_id': 'm.04vn5'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/04vn5']
20,WebQTest-1819_9be8c18e016b713cbb7f7feb6badebc7,conjunction,What religion does Canada follow with a religious text called The Bible?,"[{'aliases': ['Protestant'], 'answer': 'Protestantism', 'answer_id': 'm.05sfs'}, {'aliases': ['Roman Catholic convert', 'Roman Catholic'], 'answer': 'Catholicism', 'answer_id': 'm.0c8wxp'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/05sfs', '/m/0c8wxp']"
820,WebQTest-823_953ef5b4a2a21c26fcb05016f8e0f35c,conjunction,What nation has an internet top level domain of py and is bordered by Bolivia?,"[{'aliases': ['Corazon de America', 'Heart of America', 'Republic of Paraguay', 'Corazón de América'], 'answer': 'Paraguay', 'answer_id': 'm.05v10'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/05v10']
1490,WebQTest-1137_6768172501ec899d5f83ec65e507ef01,conjunction,Where is the Illinois River located in the place that has the Government of Illinois?,"[{'aliases': ['Ill', 'Land of Lincoln', 'IL', 'IL, Ill.'], 'answer': 'Illinois', 'answer_id': 'm.03v0t'}, {'aliases': ['Ill', 'Land of Lincoln', 'IL', 'IL, Ill.'], 'answer': 'Illinois', 'answer_id': 'm.03v0t'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/03v0t', '/m/03v0t']"
244,WebQTrn-836_31702484b07d87096be4da15bf70f5d6,conjunction,What major UK Religion has a notable figure named Eve?,"[{'aliases': ['Jewish'], 'answer': 'Judaism', 'answer_id': 'm.03_gx'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/03_gx']
226,WebQTest-1137_e2cf3da1a350c3e3c0b0b340c21c1e45,conjunction,Which state has Jim Edgar as a government member and includes the Ilinois River as a landmark?,"[{'aliases': ['Ill', 'Land of Lincoln', 'IL', 'IL, Ill.'], 'answer': 'Illinois', 'answer_id': 'm.03v0t'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/03v0t']
898,WebQTrn-3437_22e80914601e1fbea573e3618225179f,conjunction,Where is Arabic spoken and is also the place where a Peer Relationship was born?,"[{'aliases': [], 'answer': 'Tunisia', 'answer_id': 'm.07fj_'}, {'aliases': ['Republic of South Africa', 'Republiek van Suid-Afrika'], 'answer': 'South Africa', 'answer_id': 'm.0hzlz'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/07fj_', '/m/0hzlz']"
1325,WebQTest-1792_17d7eeafda441772a5f053e4b1104c66,conjunction,"What location of Midlothian, Scotland exports to Germany?","[{'aliases': ['Scotia'], 'answer': 'Scotland', 'answer_id': 'm.06q1r'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/06q1r']
838,WebQTrn-2238_338afd0cf5d79634a87f2153fc9847ce,conjunction,Which team with a free safety on the roster did Reggie Bush play for in 2011?,"[{'aliases': ['The Phins', 'The Fish', 'The Fins'], 'answer': 'Miami Dolphins', 'answer_id': 'm.04vn5'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/04vn5']
2472,WebQTest-820_6f4c043bf491f2f3ef1e1e60aba2df65,conjunction,"Listed chronologically, what are the Harry Potter movies with music by Nicholas Hooper.?","[{'aliases': ['Harry Potter und der Orden des Phönix', 'The Order of the Phoenix', 'Harry Potter a Fénixuv rád', 'Harry Potter i Zakon Feniksa', 'Harry Potter ve zümrüdüanka yoldasligi', 'Tip Top', 'Harry Potter i red Feniksa', 'Harry Potter a Fénixov rád', 'Harry Potter and the Order of the Phoenix: The IMAX Experience', 'Harry Potter og Fønixordenen', 'Harry Potter e a Ordem da Fénix', 'Harry Potter és a Főnix rendje', 'Harii Pottâ to fushichô no kishidan', 'Harry Potter och Fenixorden', 'Harry Potter en de orde van de Feniks', 'Гарри Поттер и Орден Феникса', 'Harry Potter in Feniksov red', ""Harry Potter et l'ordre du Phénix"", ""Harry Potter i l'orde del Fènix"", 'Harry Potter si Ordinul Phoenix', ""Harry Potter e l'ordine della Fenice"", 'Harry Potter y la orden del Fénix', 'Harry Potter ja Fööniksi ordu', 'Harry Potter ja Feeniksin kilta', 'Harry Potter og Føniksordenen', 'Harry Potter e a Ordem da Fênix', 'O Harry Potter kai to Tagma tou Foinika', 'Haris Poteris ir Fenikso brolija', 'Хари Потър и орденът на феникса', 'Hari Poter I red Feniksa'], 'answer': 'Harry Potter and the Order of the Phoenix', 'answer_id': 'm.031hcx'}, {'aliases': ['Harry Potter et le Prince de sang-mêlé', 'Harry Potter and the Half-Blood Prince: An IMAX 3D Experience', 'HP and the HBP', 'The Half-Blood Prince'], 'answer': 'Harry Potter and the Half-Blood Prince', 'answer_id': 'm.03hxsv'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/031hcx', '/m/03hxsv']"
3134,WebQTrn-191_72a9640b358c4b3f61f431f8f95f88d1,conjunction,What EU country that has County Laois as a second level division?,"[{'aliases': ['the twenty-six counties', 'the Free State', 'Irish Republic', 'the 26 counties', 'Éire'], 'answer': 'Republic of Ireland', 'answer_id': 'm.03rt9'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/03rt9']
723,WebQTest-472_bc5cf8cd59582d4a1c8f4c416c010e71,conjunction,What team did Ronaldo play for in 2003 used the MaracanÃ£ Stadium as their arena?,"[{'aliases': ['Brazil Football Team', 'Seleção', ""Brazil Men's National Football Team"", 'Brazil Mens Soccer Team', 'Brazil Mens National Soccer Team', ""Brazil Men's Football Team"", 'Brazil Mens Football Team', ""Brazil Men's National Soccer Team"", 'Brazil National Soccer Team', 'Brazil Mens National Football Team', 'Brazil national football', 'Brazil Soccer Team', ""Brazil Men's Soccer Team""], 'answer': 'Brazil national football team', 'answer_id': 'm.01352_'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/01352_']
661,WebQTrn-2631_9b4d7c0ec000102095998b32aa6b534a,conjunction,Which mediterranean country has a country calling code of 90?,"[{'aliases': ['Republic of Turkey', 'Türkiye', 'Turkiye'], 'answer': 'Turkey', 'answer_id': 'm.01znc_'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/01znc_']
1561,WebQTrn-1173_8d49d39db3fa7f3c805087a161ed4425,conjunction,Which member of the Church of England was Arthur Miller influenced by?,"[{'aliases': ['Shake-speare', ""William 'Budd' Shakespeare"", 'The Bard of Avon', 'Will Shakespeare', 'William Shakespare', 'Shakspere', ""England's national poet"", 'The Bard', 'William Shaxper', 'Shaxper', 'Shakespeare', 'William Shake-speare', 'Budd', 'William Shakspere', 'William Shaksper', 'W. Shakespeare', 'Shaksper'], 'answer': 'William Shakespeare', 'answer_id': 'm.081k8'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/081k8']
2394,WebQTrn-2259_88c90369cf682e4b7e5aae0d2a8d58c9,conjunction,What company is owned by Rupert Murdoch since 2012 an recently acquired Mushroom Records?,"[{'aliases': ['News Corp'], 'answer': 'News Corporation', 'answer_id': 'm.0sxdg'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0sxdg']
